,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,cast,crew,keywords,movieId,imdbId,tmdbId,score
7336,7336,7336,7336,False,,850000,"Action,Crime,Thriller",,9461,tt0070034,English,Enter the Dragon,A martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.,10.687757,http://img.omdbapi.com/?i=tt0070034&h=600&apikey=f3f2af9c,"Golden_Harvest_Company,Concord_Productions_Inc.,Warner_Bros.,Sequoia_Productions","Hong_Kong,United_States_of_America",1973-08-17,90000000.0,99.0,"广州话 / 廣州話,English",Released,Their deadly mission: to crack the forbidden island of Han!,Enter the Dragon,False,7.3,489.0,1973,"Lee-Bruce Lee,Lee's sparring partner in opening scene-Sammo Hung,Guard-Jackie Chan,Su Lin-Angela Mao,Roper-John Saxon,Han-Sek Kin,Tournament fighter-Yuen Biao,Tania-Ahna Capri,Williams-Jim Kelly,Oharra-Robert Wall,Mei Ling-Betty Chung,Bolo-Bolo Yeung,Braithwaite-Geoffrey Weeks,Shaolin Abbott-Roy Chiao,Party guest-Peter Chan Lung,Secretary-Marlene Clark,Guard-Phillip Ko Fei,Chinese junk crew-Mang Hoi,Guard executed by Bolo-Mars,Guard executed by Bolo-Chung Fat,Ohara's crew who attacks Su Lin-Tai Bo,Tournament fighter-Yuen Wah",Robert Clouse,"monk,martial arts,kung fu,temple,island,shaolin,martial arts tournament,crime lord",,,,0.0
7757,7757,7757,7757,False,,0,Drama,,28219,tt0367790,English,How to Get the Man’s Foot Outta Your Ass,"Director Mario Van Peebles chronicles the complicated production of his father Melvin's classic 1971 film, ""Sweet Sweetback's Baadasssss Song."" Playing his father in the film, Van Peebles offers an unapologetic account of Melvin's brash and sometimes deceptive conduct on the set of the film, including questionable antics like writing bad checks, tricking a local fire department and allowing his son, Mario, to shoot racy sex scenes at the age of 11.",4.081547,http://img.omdbapi.com/?i=tt0367790&h=600&apikey=f3f2af9c,"Bad_Aaas_Cinema,Showtime_Networks,MVP_Films",United_States_of_America,2004-01-20,365248.0,108.0,English,Released,A Father - A Son - A Revolution,Baadasssss!,False,6.7,13.0,2004,"Mario Van Peebles-Mario Van Peebles,Priscilla-Joy Bryant,Mario-Khleo Thomas,Bill Cosby-T. K. Carter,Big T-Terry Crews,Granddad-Ossie Davis,Clyde Houston-David Alan Grier,Sandra-Nia Long,Jose Garcia-Paul Rodríguez,Howard Kaufman-Saul Rubinek,Bill Harris-Rainn Wilson,Officer-Don Dowe",Mario Van Peebles,,,,,0.0
16153,16153,16153,16153,False,Undisputed_Collection,3000000,"Action,Thriller",,38234,tt1156466,English,Undisputed III : Redemption,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",16.201377,http://img.omdbapi.com/?i=tt1156466&h=600&apikey=f3f2af9c,"Nu_Image_Films,Undisputed_3_Productions",United_States_of_America,2010-05-22,0.0,96.0,English,Released,One deadly tournament. Last fight for freedom.,Undisputed III : Redemption,False,7.3,182.0,2010,"Uri Boyka-Scott Adkins,Turbo-Mykel Shannon Jenkins,Gaga-Mark Ivanir,Warden Kuss-Hristo Shopov,Raul 'Dolor' Quinones-Marko Zaror,Casino Manager-Michael Baral,The Asian Fighter-Ilram Choi,Farnatti-Robert Costanzo,Santiago Silva-Lateef Crowder,Sykov-Esteban Cueto,Rezo-Vernon Dobtcheff,Warden Markov-Valentin Ganev,Chief Guard-Velislav Pavlov",Isaac Florentine,"prison,showdown,shotgun,fight,prison cell,champion,fighter,blood splatter,beating,jail,blood,tournament,brutality,jail cell,prison fight,carrot",,,,0.0
16858,16858,16858,16858,False,,0,Documentary,,91459,tt0071680,English,Italianamerican,Filmmaker Martin Scorsese interviews his mother and father about their life in New York and family history back in Sicily.,0.945099,http://img.omdbapi.com/?i=tt0071680&h=600&apikey=f3f2af9c,,,1974-01-01,0.0,49.0,English,Released,,Italianamerican,False,6.6,10.0,1974,"Herself-Catherine Scorsese,Himself-Charles Scorsese,Himself (uncredited)-Martin Scorsese",Martin Scorsese,"cooking,family dinner,old age romance,interviews,history lesson",,,,0.0
17151,17151,17151,17151,False,,4600000,"Drama,Comedy,Romance",http://www.namesoflovemovie.com/,50848,tt1646974,French,Le Nom des gens,"Bahia Benmahmoud, a free-spirited young woman, has a particular way of seeing political engagement, as she doesn't hesitate to sleep with those who don't agree with her to convert them to her cause - which is a lot of people, as all right-leaning people are concerned. Generally, it works pretty well. Until the day she meets Arthur Martin, a discreet forty-something who doesn't like taking risks. She imagines that with a name like that, he's got to be slightly fascist. But names are deceitful and appearances deceiving..",4.786783,http://img.omdbapi.com/?i=tt1646974&h=600&apikey=f3f2af9c,"Canal+,TPS_Star,Delante_Films,TF1_Droits_Audiovisuels",France,2010-11-24,0.0,100.0,Français,Released,"Make Love, Not War",The Names of Love,False,7.3,94.0,2010,"Arthur Martin-Jacques Gamblin,Bahia Benmahmoud-Sara Forestier,Mohamed Benmahmoud, le père de Bahia-Zinedine Soualem,Lucien Martin, le père d'Arthur-Jacques Boudet,Cécile Benhmamoud, la mère de Bahia-Carole Franck,Annette Martin, la mère d'Arthur-Michèle Moretti,Annette à 30 ans-Julia Vaidis-Bogard,Nassim-Nabil Massad,Hassan Hassini-Zakariya Gouram,Arthur Martin adolescent-Adrien Stoclet,Arthur Martin enfant-Camille Gigot,Bahia Benmahmoud enfant-Laura Genovino,Annette enfant-Rose Marit,Le pianiste-Yann Goven,Une ado, la première copine d'Arthur-Camille Chalons,La femme qui n'a jamais voté-Delphine Baril",Michel Leclerc,"female nudity,political,voting results",,,,0.0
17646,17646,17646,17646,False,,0,"Drama,Comedy,Romance",,76382,tt0031282,English,Eternally Yours,"Anita, engaged to solid Don Barnes, is swept off her feet by magician Arturo. Before you can say presto, she's his wife and stage assistant on a lengthy world tour. But Anita is annoyed by Arturo's constant flirtations, and his death-defying stunts give her nightmares. And forget her plan to retire to a farmhouse. Eventually, she has had enough and disappears.",0.077341,http://img.omdbapi.com/?i=tt0031282&h=600&apikey=f3f2af9c,Walter_Wagner_Productions,,1939-10-07,0.0,95.0,English,Released,She lived at the edge of life - with out-stretched arms . . . too short to reach it! Romance - a baffling reality.,Eternally Yours,False,4.5,2.0,1939,"Anita Halstead-Loretta Young,Tony aka The Great Arturo-David Niven,Aunt Abby-Billie Burke,Gramps aka Bishop Peabody-C. Aubrey Smith,Mrs. Cary Bingham-Zasu Pitts,Don Burns-Broderick Crawford,Gloria-Eve Arden,Benton-Hugh Herbert,Mr. Harley Bingham-Raymond Walburn,Lola De Vere-Virginia Field,Mr. Morrisey-Ralph Graves,Mr. Howard-Lionel Pape,Master of Ceremonies-Fred Keating,Detective-Richard Allen,Ship Captain-Granville Bates,Dowager-May Beatty,Blonde on Stage-Hillary Brooke,Officer-George Cathrey,British Pilot-Patti Davis,Peabody's Housekeeper-Mary Field,Nightclub Extra-Bess Flowers,Pilot-Tay Garnett,Detective-Jack Green,Boy Boxer-Larry Harris,Heckler-Al Hill,Captain Vickers-Leyland Hodgson,Audience Extra-Arthur Stuart Hull,Boy Boxer-Dickie Jackson,Police Official-Walter James,Doctor-Frank Jaquet,Butler-Paul Le Paul,Ship's Officer-Ralph McCullough,Girl at Shower-Doreen McKay,Waitress-Dennie Moore,Nightclub Extra-Edmund Mortimer,Waiter-Ralph Norwood,Nightclub Waiter-William H. O'Brien,Ship's Officer-Broderick O'Farrell,Croupier-Franklin Parker,Scotland Yard Man-Claude Payton,Ship's Officer-Jack Perrin,Ralph, Gloria's Husband-Walter Sande,Reno Lawyer Jones-Edwin Stanley,Nightclub Extra-Larry Steers,Girl at Shower-Eleanor Stewart,Girl at Shower-Patricia Stillman,Girl at Shower-Luana Walters,Stage Manager-Billy Wayne,Phillips-Douglas Wood,Girl at Shower-Evelyn Woodbury,Scotland Yard Man-John Rice",Tay Garnett,,,,,0.0
26901,26901,26901,26901,False,,0,"Romance,Comedy",,113823,tt0044125,English,Three Guys Named Mike,"A stewardess becomes romantically involved with an airline pilot, a college professor, and a successful businessman...all of whom are named Mike. When the three find out about each other, she has to decide which one she loves the most.",0.589707,http://img.omdbapi.com/?i=tt0044125&h=600&apikey=f3f2af9c,Metro-Goldwyn-Mayer_(MGM),United_States_of_America,1951-03-01,0.0,90.0,English,Released,,Three Guys Named Mike,False,5.7,3.0,1951,"Marcy Lewis-Jane Wyman,Michael Lawrence-Van Johnson,Mike Jamison-Howard Keel,Mike Tracy-Barry Sullivan,Kathy Hunter-Phyllis Kirk,Jan Baker-Anne Sargent,Alice Raymend-Jeff Donnell,Scott Bellemy-Herbert Heyes,Benson-Robert Sherwood,MacWade Parker-Don McGuire,Ann White-Barbara Billingsley,Mr. Williams-Hugh Sanders,Dr. Matthew Hardy-John Maxwell,C.R. Smith-Lewis Martin",Charles Walters,"stewardess,pilot,suitor,scientist,airline",,,,0.0
28106,28106,28106,28106,False,,0,"War,Documentary",,250761,tt3279124,English,Last Days in Vietnam,"During the chaotic final weeks of the Vietnam War, the North Vietnamese Army closes in on Saigon as the panicked South Vietnamese people desperately attempt to escape. On the ground, American soldiers and diplomats confront a moral quandary: whether to obey White House orders to evacuate only U.S. citizens.",1.566256,http://img.omdbapi.com/?i=tt3279124&h=600&apikey=f3f2af9c,,United_States_of_America,2014-09-05,161.0,98.0,"English,Tiếng Việt",Released,How Many Could Be Saved?,Last Days in Vietnam,False,7.0,32.0,2014,,Rory Kennedy,"vietnam,vietnam war,woman director,vietnamese refugees,fall of saigon",,,,0.0
28857,28857,28857,28857,False,,0,"Comedy,Romance",,48719,tt0095357,English,Illegally Yours,"Called up for jury duty, Richard Dice finds his first crush and only real, but unrequited love, on trial for murder. Richard desperately tries to prove Mollys innocence while untangling a complicated web of murder, blackmail and perjury, and still trying to win over the girl of his dreams.",0.674285,http://img.omdbapi.com/?i=tt0095357&h=600&apikey=f3f2af9c,"United_Artists,De_Laurentiis_Entertainment_Group_(DEG),Crescent_Moon",United_States_of_America,1988-01-01,0.0,102.0,English,Rumored,A girl on her way to being convicted. A smitten juror who's really conflicted. A lawless affair that's totally restricted.,Illegally Yours,False,4.0,3.0,1988,"Richard Dice-Rob Lowe,Molly Gilbert-Colleen Camp,Hal B. Keeler-Kenneth Mars,Suzanne Keeler-Kim Myers,Donald Cleary-Marshall Colt,Wally Finnegan-Harry Carey, Jr.,Freddie Boneflecker-Rick Jason",Peter Bogdanovich,"jury,murder,crush",,,,0.0
29306,29306,29306,29306,False,,0,Comedy,http://www.crownintlpictures.com/hktitles.html,67693,tt0093315,English,Jocks,"The coach of a college tennis team is given an ultimatum: put together a winning team, or else.",0.521713,http://img.omdbapi.com/?i=tt0093315&h=600&apikey=f3f2af9c,Mount_Olympus_Productions,United_States_of_America,1986-11-14,0.0,91.0,English,Released,Champions aren't born ... they're made!,Jocks,False,3.4,5.0,1986,"The Kid-Scott Strader,Nicole-Mariska Hargitay,Jeff-Perry Lang,Chip Williams-Richard Roundtree,Coach Bettlebom-R. G. Armstrong,President White-Christopher Lee,Andy-Stoney Jackson,Tex-Adam Mills,Ripper-Donald Gibb,Chris-Tom Shadyac,Julie-Katherine Kelly Lang,Chito-Trinidad Silva,Tony-Christopher Murphy",Steve Carver,"female nudity,gambling,tennis,college,sport,teen movie,tournament,las vegas",,,,0.0
29678,29678,29678,29678, Rune Balot goes to a casino connected to the October corporation to try to wrap up her case once and for all.,,/zV8bHuSL6WXoD6FWogP9j4x80bL.jpg,"Aniplex,GoHands,BROSTA_TV,Mardock_Scramble_Production_Committee,Sentai_Filmworks","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",2012-09-29,0,68.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,http://img.omdbapi.com/?i=0&h=600&apikey=f3f2af9c,,,12,,,,,,,,,,NaT,,,,,,,0.0
29935,29935,29935,29935,False,,0,Documentary,http://www.radiounnameablemovie.com/,133741,tt1541153,English,Radio Unnameable,The story of legendary New York City disc jockey Bob Fass who pioneered free expression on the airwaves with his long running FM program 'Radio Unnameable'.,0.396338,http://img.omdbapi.com/?i=tt1541153&h=600&apikey=f3f2af9c,,United_States_of_America,2012-09-19,0.0,87.0,,Released,,Radio Unnameable,False,8.5,2.0,2012,"Himself-David Amram,Herself-Judy Collins,Himself-Robert Downey Sr.,Himself-Arlo Guthrie,Herself-Judith Malina",Paul Lovelace,"disc jockey,radio,pioneer,late night,woman director",133741.0,95441.0,71393.0,0.0
30782,30782,30782,30782,False,,96,Documentary,,215741,tt2952634,English,Che strano chiamarsi Federico,"On the 20th anniversary of Federico Fellini’s death, Ettore Scola, a devoted admirer of the incomparable maestro, commemorates the lesser-known aspects of Fellini’s personality, employing interviews, photographs, behind-the-scenes footage as well as Fellini’s drawings and film clips.",1.23031,http://img.omdbapi.com/?i=tt2952634&h=600&apikey=f3f2af9c,"Palomar,Cinecittà_Luce,PayperMoon_Italia",Italy,2013-09-12,0.0,90.0,Italiano,Released,,How Strange to be Named Federico: Scola Narrates Fellini,False,7.4,7.0,2013,"Himself (archive footage)-Federico Fellini,Narrator-Vittorio Viviani,Marcello Mastroianni-Ernesto D'Argenio,Prostitute-Antonella Attili",Ettore Scola,,,,,0.0
30854,30854,30854,30854,False,Never_Back_Down_Collection,3000000,"Drama,Action",,70006,tt1754264,English,Never Back Down 2: The Beatdown,Four fighters different backgrounds come together to train under an ex MMA rising star and then ultimately have to fight each other and the traitor in heir midst.,7.964291,http://img.omdbapi.com/?i=tt1754264&h=600&apikey=f3f2af9c,,United_States_of_America,2011-09-13,0.0,90.0,English,Released,,Never Back Down 2: The Beatdown,False,5.8,138.0,2011,"Receptionist-Stacey Asaro,Frankie-Gralen Bryant Banks,Cop-Rus Blackwell,Fighter-Beau Brasso,D.J. Bravo-Eddie Bravo,Case-Michael Jai White,Mike Stokes-Dean Geyer,Zack Gomes-Alex Meraz,Justin Epstein-Scottie Epstein,Tim Newhouse-Todd Duffee,Max Cooperman-Evan Peters",Michael Jai White,"male nudity,cage,kiss,fistfight,sport,cage fighting,kickboxer,martial arts tournament,beefcake,martial arts training",,,,0.0
30935,30935,30935,30935,False,Bloodsport_Collection,0,"Action,Thriller",,36692,tt0115714,English,Bloodsport III,"Bloodsport III brings us back to the world of Alex Cardo. This time he must battle in a fight to end all fights - The Kumite, the most vicious warrior alive - Beast. He must not only battle for his own honor, but also avenge the death of Sun, his mentor, teacher, and spiritual ""father"", when Sun is spitefully killed by crime boss Duvalier. In order to defeat Beast, destroy Duvalier, and avenge Sun's death, Alex turns to Leung to whom he was indebted in Bloodsport II. Leung directs him to the great shaman, Makato ""the Judge"", to whom Alex must turn for guidance. The judge teaches him to fully channel the energy in his mind and body in order to rout the Beast in the Kumite...",1.946108,http://img.omdbapi.com/?i=tt0115714&h=600&apikey=f3f2af9c,FM_Entertainment_International_N.V.,United_States_of_America,1996-12-05,0.0,91.0,English,Released,The Fight For Justice & Truth Continues...,Bloodsport III,False,4.6,14.0,1996,"Alex Cardo-Daniel Bernhardt,Jacques Duvalier-John Rhys-Davies,Crystal Duvalier-Amber Van Lent,Shari-Uni Park,Master Sun-James Hong,David Leung-Pat Morita",Alan Mehrez,"martial arts,mixed martial arts,kumite,tournament",,,,0.0
33006,33006,33006,33006,False,,0,Documentary,http://www.henamedmemalalamovie.com/,338928,tt3065132,English,He Named Me Malala,"A look at the events leading up to the Taliban's attack on the young Pakistani school girl, Malala Yousafzai, for speaking out on girls' education and the aftermath, including her speech to the United Nations.",2.20137,http://img.omdbapi.com/?i=tt3065132&h=600&apikey=f3f2af9c,"Participant_Media,Imagenation_Abu_Dhabi_FZ,Parkes+MacDonald_Image_Nation","United_Arab_Emirates,United_States_of_America",2015-09-12,2642899.0,87.0,English,Released,"One child, one teacher, one book and one pen can change the world.",He Named Me Malala,False,5.6,51.0,2015,"Herself-Malala Yousafzai,Himself-Ziauddin Yousafzai,Himself-Toor Pekai Yousafzai,Herself-Khushal Yousafzai,Himself-Atal Yousafzai,ER Doctor (uncredited)-Mobin Khan",Davis Guggenheim,"education,terrorism,activist,nobel peace prize winner",,,,0.0
34294,34294,34294,34294,False,,0,"Western,Comedy",,146970,tt0071766,Italian,Lo chiamavano Tresette... giocava sempre col morto,,0.519918,http://img.omdbapi.com/?i=tt0071766&h=600&apikey=f3f2af9c,,Italy,1973-05-03,0.0,87.0,Italiano,Released,,In the West There Was a Man Named Invincible,False,8.0,1.0,1973,"Tresette / Tricky Dicky-George Hilton,Sheriff Bambi-Cris Huerta,Miss Marlene-Ida Galli,Salvatore Pappalardo-Salvatore Borghese,Archibald McPherson / McPiedish-Umberto D'Orsi,Miss Pappalardo-Rosalba Neri,-Alfio Caltabiano,Aureleo Joe / Cotton Joe-Nello Pazzafini,Mayor Clarence Apple-Dante Cleri",Giuliano Carnimeo,spaghetti western,146970.0,54242.0,71995.0,0.0
34592,34592,34592,34592,False,,0,Comedy,,169089,tt0085667,Swedish,Henrietta,"Pettersson is a hard working director in the porn industry with two strippers and a naked gay in his shows. One day, after a little bridge accident, he meets Henrietta and falls in love. The film is based on a novel named ""Henrietta skall du också glömma"" by Stig Claesson.",0.069924,http://img.omdbapi.com/?i=tt0085667&h=600&apikey=f3f2af9c,Sveriges_Television_(SVT),Sweden,1983-12-15,0.0,94.0,svenska,Released,A comedy you're gonna love,Henrietta,False,6.0,1.0,1983,"Pettersson-Janne 'Loffe' Carlsson,Gotthard-Svante Grundberg,Einar-Per Oscarsson,Höglund-Gunnar 'Knas' Lindkvist,Sara-Claire Wikholm,Count-Ulf Johanson,Kalle Svensson-Lars Dejert,Gretchen-Malou Bergman,Marie-Patricia Gehlin,Monarka-Margaret Bykoff,Henrietta-Eva Kristin Tangen",Lars Lennart Forsberg,"countryside,based on novel,character name in title",,,,0.0
34754,34754,34754,34754,False,,0,Documentary,http://www.algorithmsthedocumentary.com,293189,tt2616594,English,Algorithms,Four blind Indian boys compete to become chess masters.,0.011525,http://img.omdbapi.com/?i=tt2616594&h=600&apikey=f3f2af9c,AkamPuram,"India,Sweden,Serbia,Greece",2013-06-06,0.0,100.0,English,Released,,Algorithms,False,0.0,0.0,2013,"-Darpan Inani,-Charudatta Jadav,-Anant Kumar Nayak",Ian McDonald,"chess,blind people,chess tournament",,,,0.0
34851,34851,34851,34851,False,,0,Comedy,,347264,tt3216296,English,Ralphie May: Imperfectly Yours,Standup in Las Vegas.,0.338061,http://img.omdbapi.com/?i=tt3216296&h=600&apikey=f3f2af9c,"Hennepin_Studios,Deez_Nutz_Entertainment",United_States_of_America,2013-02-23,0.0,69.0,English,Released,,Ralphie May: Imperfectly Yours,False,6.0,1.0,2013,Himself-Ralphie May,Anthony Pierce,stand-up comedy,,,,0.0
